amount,hour,is_weekend,amount_vs_avg,time_since_last,location_change,device_change,failed_logins,account_age,historical_risk,is_fraud
2520.501361192931,20,0,1.2464600956546843,11.04914595687708,0,0,0,14.901774637181926,0.1908455344174288,0
2430.3955312731314,9,0,0.7067857825503667,27.77014590229161,0,0,1,48.697318029611154,0.11940875144754418,0
3436.739538808596,20,0,1.0020594570058046,17.238781443252716,1,0,0,16.152676282095193,0.034709111635052546,0
3872.493684266327,23,0,0.9918628076354108,35.43345026706785,0,0,0,39.49171608050531,0.09930624749694822,0
2857.3453453959764,12,0,0.5277444164500881,31.08926697399922,0,0,0,41.64064073439233,0.0611173630338783,0
2973.820638557501,7,0,1.1401596818122606,47.679153775212775,0,0,0,38.17500582407752,0.08331885816373302,0
553.7982212693355,10,1,1.416244683153958,38.962421707913,0,0,0,49.13411093569707,0.031230208137429452,0
2393.681830902804,8,0,0.6202404453186895,42.800116261272805,1,1,1,11.085468672884735,0.1507693749689985,0
3363.2480566589743,13,0,1.0290349446116758,17.309723457721102,0,0,0,40.78520157560028,0.09038911334880535,0
3339.2866274619937,6,0,1.3374347374619484,17.09162738981554,1,0,1,45.917573405780296,0.19044709791330075,0
3951.3376600319552,9,0,1.0413536315215888,36.6601038837515,1,0,1,13.41609467976158,0.01682267943049607,0
1243.118194806666,10,1,1.277910788686798,45.167863122135536,0,0,0,25.971583232259924,0.0019124111435092628,0
2423.7713459579327,17,0,1.3222036514608555,42.58694999176996,0,0,1,50.02707603210914,0.12842421054047118,0
1608.0759543897998,14,0,1.323520136829902,41.71302086445903,0,0,1,26.97635658807318,0.028947285097635,0
857.529678032349,17,0,0.5893656329325822,45.73030103970436,0,0,0,36.03046036658046,0.14509389531181663,0
2071.838352044965,10,0,1.1292832618268558,37.69548881096552,0,0,0,21.43458093577574,0.10407150700515787,0
1107.2597500191341,23,0,0.8999951017170484,21.32155512826189,0,0,0,33.556014391366006,0.1500595958565511,0
56582.07693119114,5,1,17.33476066954447,0.21974784095843367,1,1,5,56.934481536654516,0.995829220035285,1
1414.264972258147,15,0,0.8715452270809382,43.20474285614957,0,0,0,51.513382060439966,0.09668465650747367,0
2273.603894549584,20,0,1.295748172371873,43.608540188797235,0,0,0,28.421525287590953,0.03277639720427894,0
69371.69670236815,0,1,18.350643806418034,0.3032750649999477,0,1,4,41.9635130430395,0.6740505978393551,1
1725.645212612059,10,0,0.6263206976486326,19.304824444395546,0,0,0,47.88911272947064,0.0839231913791352,0
2755.4896579349943,19,0,0.6239176791904585,13.502757085257464,0,0,0,38.81770115787178,0.034328108993337624,0
26257.781014696615,1,0,8.490078978485737,227.7585063809584,1,1,3,1.2883032158218994,0.736322338321026,1
1411.0545839222177,19,0,1.237996175677221,22.375907193491702,0,0,0,9.25059726004261,0.14154804128397366,0
48432.98058958258,5,1,7.246736658019637,181.85514371285265,1,1,3,0.5084666022385371,0.753368400995597,1
4395.085043658068,19,1,0.572318346380958,6.735206209110517,0,0,0,32.37420946756524,0.0041770743407577365,0
4471.888893519863,20,0,1.0412906816264824,42.76926522523192,0,0,0,12.46132261785229,0.19763861076704048,0
2575.435486370426,16,0,0.504380002221329,16.52242177541796,0,0,0,13.441547065851553,0.06027264354745872,0
3030.1892757177907,10,0,1.3871452625049154,9.501463914697943,0,0,0,57.07404363528014,0.006156477816870943,0
2493.634504702753,19,0,0.9660138013839333,29.091546678793694,0,0,0,21.612942138262653,0.19096318843999252,0
1845.853550435014,23,1,1.2543415125833617,10.61359374199612,0,0,0,43.54621379028984,0.08613304818510459,0
558.3316641252935,8,0,1.0435588191776501,35.057371679455926,0,0,0,31.56428271431923,0.10519759808870627,0
3809.4402806313683,17,1,1.4094374055654995,43.09757344184332,0,0,0,49.89781484748987,0.16818773477044846,0
2641.7031364950985,14,0,0.8752467637284302,38.52870639231715,0,0,1,44.15182898635053,0.09944000583112012,0
637.9771872308211,8,0,1.1761820635822189,14.153579001853867,0,0,1,26.166008754046427,0.06619265318430416,0
3025.9155530659987,23,1,0.9161950314334372,14.687079713644264,0,0,1,34.105702471969956,0.11493841048154792,0
4347.273785876711,15,0,0.9933552188957528,40.90147330701961,0,0,0,11.556997223758273,0.15621091654996372,0
1299.2783555824954,8,0,0.6374640443476906,39.40618838123595,0,0,1,38.817200267305175,0.016913717287732565,0
2615.598039083963,15,0,1.2143024096766695,20.762724932743712,0,0,0,51.55958618063817,0.17012866618816241,0
2209.9195872019955,20,0,1.0237926936940536,21.929462529019656,0,0,0,51.89244318917864,0.12255233239204329,0
524.4795636659102,23,0,0.889803934729913,40.339908228283655,0,0,1,15.94167033970433,0.15672881449552004,0
4329.531668709786,13,0,0.7923935707344119,28.447379879803695,0,0,0,48.35750914036415,0.19177767235596743,0
3865.474938339838,21,0,0.593407184952889,30.370618486948263,0,0,0,9.315202426846751,0.05701886926797646,0
74629.13065257529,3,1,16.522076500740326,243.46413165751798,1,1,5,59.48720513408283,0.6310588496853955,1
3676.5558419828703,20,0,0.6023619950844342,28.762168874496734,0,0,1,17.712672699864378,0.19593511092243607,0
